,obs_start_dt,release_dt,value
133,1983-02-01,2007-12-14,46.8442
134,1983-03-01,2007-12-14,47.3513
135,1983-04-01,2007-12-14,47.9094
136,1983-05-01,2007-12-14,48.5639
137,1983-06-01,2007-12-14,48.9638
138,1983-07-01,2007-12-14,49.7538
139,1983-08-01,2007-12-14,50.1325
140,1983-09-01,2007-12-14,51.1267
141,1983-10-01,2007-12-14,51.7225
142,1983-11-01,2007-12-14,51.9062
143,1983-12-01,2007-12-14,52.0776
144,1984-01-01,2007-12-14,53.0653
145,1984-02-01,2007-12-14,53.6415
146,1984-03-01,2007-12-14,53.9027
147,1984-04-01,2007-12-14,54.199
148,1984-05-01,2007-12-14,54.3517
149,1984-06-01,2007-12-14,54.6017
150,1984-07-01,2007-12-14,54.8556
151,1984-08-01,2007-12-14,54.9615
152,1984-09-01,2007-12-14,54.843
153,1984-10-01,2007-12-14,55.0752
154,1984-11-01,2007-12-14,55.2701
155,1984-12-01,2007-12-14,55.476
156,1985-01-01,2007-12-14,55.2456
157,1985-02-01,2007-12-14,55.0386
158,1985-03-01,2007-12-14,55.4836
159,1985-04-01,2007-12-14,55.3108
160,1985-05-01,2007-12-14,55.3992
161,1985-06-01,2007-12-14,55.4914
162,1985-07-01,2007-12-14,55.1706
163,1985-08-01,2007-12-14,55.538
164,1985-09-01,2007-12-14,55.6156
165,1985-10-01,2007-12-14,55.5081
166,1985-11-01,2007-12-14,55.8942
167,1985-12-01,2007-12-14,56.1309
168,1986-01-01,2007-12-14,56.7912
169,1986-02-01,2007-12-14,56.4315
170,1986-03-01,2007-12-14,56.2835
171,1986-04-01,2007-12-14,56.415
172,1986-05-01,2007-12-14,56.4906
173,1986-06-01,2007-12-14,56.3058
174,1986-07-01,2007-12-14,56.6212
175,1986-08-01,2007-12-14,56.7882
176,1986-09-01,2007-12-14,56.9172
177,1986-10-01,2007-12-14,57.124
178,1986-11-01,2007-12-14,57.4026
179,1986-12-01,2007-12-14,57.9249
180,1987-01-01,2007-12-14,57.7593
181,1987-02-01,2007-12-14,58.586
182,1987-03-01,2007-12-14,58.6208
183,1987-04-01,2007-12-14,58.9181
184,1987-05-01,2007-12-14,59.3766
185,1987-06-01,2007-12-14,59.6053
186,1987-07-01,2007-12-14,60.024
187,1987-08-01,2007-12-14,60.3065
188,1987-09-01,2007-12-14,60.6809
189,1987-10-01,2007-12-14,61.6967
190,1987-11-01,2007-12-14,62.0394
191,1987-12-01,2007-12-14,62.4401
192,1988-01-01,2007-12-14,62.3116
193,1988-02-01,2007-12-14,62.4233
194,1988-03-01,2007-12-14,62.6522
195,1988-04-01,2007-12-14,63.2068
196,1988-05-01,2007-12-14,63.139
197,1988-06-01,2007-12-14,63.2511
198,1988-07-01,2007-12-14,63.3399
199,1988-08-01,2007-12-14,63.4127
200,1988-09-01,2007-12-14,63.6615
201,1988-10-01,2007-12-14,64.0278
202,1988-11-01,2007-12-14,64.2298
203,1988-12-01,2007-12-14,64.5087
204,1989-01-01,2007-12-14,65.0253
205,1989-02-01,2007-12-14,64.3472
206,1989-03-01,2007-12-14,64.2605
207,1989-04-01,2007-12-14,64.3407
208,1989-05-01,2007-12-14,63.7696
209,1989-06-01,2007-12-14,63.8971
210,1989-07-01,2007-12-14,63.1718
211,1989-08-01,2007-12-14,63.8273
212,1989-09-01,2007-12-14,63.6893
213,1989-10-01,2007-12-14,63.5514
214,1989-11-01,2007-12-14,63.6626
215,1989-12-01,2007-12-14,63.8002
216,1990-01-01,2007-12-14,63.6781
217,1990-02-01,2007-12-14,64.5966
218,1990-03-01,2007-12-14,64.8737
219,1990-04-01,2007-12-14,64.7165
220,1990-05-01,2007-12-14,64.8029
221,1990-06-01,2007-12-14,64.9737
222,1990-07-01,2007-12-14,64.8337
223,1990-08-01,2007-12-14,65.0299
224,1990-09-01,2007-12-14,65.0568
225,1990-10-01,2007-12-14,64.5541
226,1990-11-01,2007-12-14,63.8352
227,1990-12-01,2007-12-14,63.3216
228,1991-01-01,2007-12-14,62.7892
229,1991-02-01,2007-12-14,62.3718
230,1991-03-01,2007-12-14,62.0154
231,1991-04-01,2007-12-14,62.2346
232,1991-05-01,2007-12-14,62.7107
233,1991-06-01,2007-12-14,63.4509
234,1991-07-01,2007-12-14,63.6299
235,1991-08-01,2007-12-14,63.7836
236,1991-09-01,2007-12-14,64.4934
237,1991-10-01,2007-12-14,64.3766
238,1991-11-01,2007-12-14,64.2559
239,1991-12-01,2007-12-14,64.1986
240,1992-01-01,2007-12-14,63.8657
241,1992-02-01,2007-12-14,64.4515
242,1992-03-01,2007-12-14,65.0605
243,1992-04-01,2007-12-14,65.4299
244,1992-05-01,2007-12-14,65.8281
245,1992-06-01,2007-12-14,66.0675
246,1992-07-01,2007-12-14,66.6406
247,1992-08-01,2007-12-14,66.3888
248,1992-09-01,2007-12-14,66.4531
249,1992-10-01,2007-12-14,66.8713
250,1992-11-01,2007-12-14,67.1332
251,1992-12-01,2007-12-14,67.0312
252,1993-01-01,2007-12-14,67.7403
253,1993-02-01,2007-12-14,67.8209
254,1993-03-01,2007-12-14,67.6938
255,1993-04-01,2007-12-14,68.1078
256,1993-05-01,2007-12-14,68.049
257,1993-06-01,2007-12-14,67.965
258,1993-07-01,2007-12-14,68.2157
259,1993-08-01,2007-12-14,68.2135
260,1993-09-01,2007-12-14,68.6673
261,1993-10-01,2007-12-14,69.2774
262,1993-11-01,2007-12-14,69.5733
263,1993-12-01,2007-12-14,70.0166
264,1994-01-01,2007-12-14,70.2242
265,1994-02-01,2007-12-14,70.3425
266,1994-03-01,2007-12-14,71.3088
267,1994-04-01,2007-12-14,71.8845
268,1994-05-01,2007-12-14,72.3899
269,1994-06-01,2007-12-14,72.6358
270,1994-07-01,2007-12-14,73.0191
271,1994-08-01,2007-12-14,73.5168
272,1994-09-01,2007-12-14,73.7681
273,1994-10-01,2007-12-14,74.5516
274,1994-11-01,2007-12-14,75.1657
275,1994-12-01,2007-12-14,76.1008
276,1995-01-01,2007-12-14,76.4579
277,1995-02-01,2007-12-14,76.4243
